Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group
SharpLink Gaming Ltd. (NasdaqCM:SBET),NasdaqCM:SBET,Hotel/Gaming,Consumer Discretionary,7370,United States,United States
Soho House & Co Inc. (NYSE:SHCO),NYSE:SHCO,Hotel/Gaming,Consumer Discretionary,7011,United States,United States
Sonder Holdings Inc. (NasdaqGS:SOND),NasdaqGS:SOND,Hotel/Gaming,Consumer Discretionary,7000,United States,United States
"Table Trac, Inc. (OTCPK:TBTC)",OTCPK:TBTC,Hotel/Gaming,Consumer Discretionary,7990,United States,United States
Target Hospitality Corp. (NasdaqCM:TH),NasdaqCM:TH,Hotel/Gaming,Consumer Discretionary,6510,United States,United States
Travel + Leisure Co. (NYSE:TNL),NYSE:TNL,Hotel/Gaming,Consumer Discretionary,6531,United States,United States
"Vacasa, Inc. (NasdaqGS:VCSA)",NasdaqGS:VCSA,Hotel/Gaming,Consumer Discretionary,7000,United States,United States
Vivic Corp. (OTCPK:VIVC),OTCPK:VIVC,Hotel/Gaming,Consumer Discretionary,8742,United States,United States
"Winners, Inc. (OTCPK:WNRS)",OTCPK:WNRS,Hotel/Gaming,Consumer Discretionary,7999,United States,United States
"WPF Holdings, Inc. (OTCPK:WPFH)",OTCPK:WPFH,Hotel/Gaming,Consumer Discretionary,7370,United States,United States
"Wyndham Hotels & Resorts, Inc. (NYSE:WH)",NYSE:WH,Hotel/Gaming,Consumer Discretionary,7011,United States,United States
"Wynn Resorts, Limited (NasdaqGS:WYNN)",NasdaqGS:WYNN,Hotel/Gaming,Consumer Discretionary,7990,United States,United States
ZoomAway Technologies Inc. (TSXV:ZMA),TSXV:ZMA,Hotel/Gaming,Consumer Discretionary,4700,United States,United States
Central Garden & Pet Company (NasdaqGS:CENT),NasdaqGS:CENT,Household Products,Consumer Staples,5140,United States,United States
"Church & Dwight Co., Inc. (NYSE:CHD)",NYSE:CHD,Household Products,Consumer Staples,2840,United States,United States
Colgate-Palmolive Company (NYSE:CL),NYSE:CL,Household Products,Consumer Staples,2840,United States,United States
"Energizer Holdings, Inc. (NYSE:ENR)",NYSE:ENR,Household Products,Consumer Staples,3690,United States,United States
For The Earth Corp. (OTCPK:FTEG),OTCPK:FTEG,Household Products,Consumer Staples,2841,United States,United States
Kimberly-Clark Corporation (NYSE:KMB),NYSE:KMB,Household Products,Consumer Staples,2621,United States,United States
"Lifetime Brands, Inc. (NasdaqGS:LCUT)",NasdaqGS:LCUT,Household Products,Consumer Discretionary,3420,United States,United States
Newell Brands Inc. (NasdaqGS:NWL),NasdaqGS:NWL,Household Products,Consumer Discretionary,3990,United States,United States
NRP Stone Inc. (OTCPK:NRPI),OTCPK:NRPI,Household Products,Consumer Discretionary,7372,United States,United States
Oil-Dri Corporation of America (NYSE:ODC),NYSE:ODC,Household Products,Consumer Staples,3290,United States,United States
"PURE Bioscience, Inc. (OTCPK:PURE)",OTCPK:PURE,Household Products,Consumer Staples,2890,United States,United States
Reynolds Consumer Products Inc. (NasdaqGS:REYN),NasdaqGS:REYN,Household Products,Consumer Staples,2673,United States,United States
"Spectrum Brands Holdings, Inc. (NYSE:SPB)",NYSE:SPB,Household Products,Consumer Staples,3634,United States,United States
"Sunset Capital Assets, Inc. (OTCPK:SNST)",OTCPK:SNST,Household Products,Consumer Staples,2842,United States,United States
The Clorox Company (NYSE:CLX),NYSE:CLX,Household Products,Consumer Staples,2842,United States,United States
The Procter & Gamble Company (NYSE:PG),NYSE:PG,Household Products,Consumer Staples,2840,United States,United States
Tupperware Brands Corporation (NYSE:TUP),NYSE:TUP,Household Products,Consumer Discretionary,3089,United States,United States
WD-40 Company (NasdaqGS:WDFC),NasdaqGS:WDFC,Household Products,Consumer Staples,2890,United States,United States
Yunhong Green CTI Ltd. (NasdaqCM:YHGJ),NasdaqCM:YHGJ,Household Products,Consumer Discretionary,3060,United States,United States
"Broadridge Financial Solutions, Inc. (NYSE:BR)",NYSE:BR,Information Services,Industrials,7373,United States,United States
Champion Gaming Group Inc. (TSXV:WAGR),TSXV:WAGR,Information Services,Industrials,7374,United States,United States
Concentrix Corporation (NasdaqGS:CNXC),NasdaqGS:CNXC,Information Services,Industrials,7374,United States,United States
Conduent Incorporated (NasdaqGS:CNDT),NasdaqGS:CNDT,Information Services,Industrials,7374,United States,United States
"CSG Systems International, Inc. (NasdaqGS:CSGS)",NasdaqGS:CSGS,Information Services,Industrials,7374,United States,United States
"CTR Investments & Consulting, Inc. (OTCPK:CIVX)",OTCPK:CIVX,Information Services,Industrials,7374,United States,United States
"Exela Technologies, Inc. (NasdaqCM:XELA)",NasdaqCM:XELA,Information Services,Industrials,7374,United States,United States
"ExlService Holdings, Inc. (NasdaqGS:EXLS)",NasdaqGS:EXLS,Information Services,Industrials,7374,United States,United States
"Geopulse Exploration, Inc. (OTCPK:GPLS)",OTCPK:GPLS,Information Services,Industrials,7374,United States,United States
IBEX Limited (NasdaqGM:IBEX),NasdaqGM:IBEX,Information Services,Industrials,7370,United States,United States
"Maximus, Inc. (NYSE:MMS)",NYSE:MMS,Information Services,Industrials,8741,United States,United States
"Premier information Management, Inc. (OTCPK:PIFR)",OTCPK:PIFR,Information Services,Industrials,7374,United States,United States
"SS&C Technologies Holdings, Inc. (NasdaqGS:SSNC)",NasdaqGS:SSNC,Information Services,Industrials,7370,United States,United States
"Startek, Inc. (NYSE:SRT)",NYSE:SRT,Information Services,Industrials,7389,United States,United States
"Steel Connect, Inc. (NasdaqCM:STCN)",NasdaqCM:STCN,Information Services,Industrials,7389,United States,United States
"TaskUs, Inc. (NasdaqGS:TASK)",NasdaqGS:TASK,Information Services,Industrials,7374,United States,United States
"TTEC Holdings, Inc. (NasdaqGS:TTEC)",NasdaqGS:TTEC,Information Services,Industrials,7389,United States,United States
Verra Mobility Corporation (NasdaqCM:VRRM),NasdaqCM:VRRM,Information Services,Industrials,7374,United States,United States
"Abacus Life, Inc. (NasdaqCM:ABL)",NasdaqCM:ABL,Insurance (General),Financials,6411,United States,United States
"American International Group, Inc. (NYSE:AIG)",NYSE:AIG,Insurance (General),Financials,6331,United States,United States
Arthur J. Gallagher & Co. (NYSE:AJG),NYSE:AJG,Insurance (General),Financials,6411,United States,United States
"Assurant, Inc. (NYSE:AIZ)",NYSE:AIZ,Insurance (General),Financials,6351,United States,United States
Atlantic American Corporation (NasdaqGM:AAME),NasdaqGM:AAME,Insurance (General),Financials,6321,United States,United States
"Brown & Brown, Inc. (NYSE:BRO)",NYSE:BRO,Insurance (General),Financials,6411,United States,United States
"BRP Group, Inc. (NasdaqGS:BRP)",NasdaqGS:BRP,Insurance (General),Financials,6411,United States,United States
Crawford & Company (NYSE:CRD.B),NYSE:CRD.B,Insurance (General),Financials,6411,United States,United States
"eHealth, Inc. (NasdaqGS:EHTH)",NasdaqGS:EHTH,Insurance (General),Financials,6411,United States,United States
"GoHealth, Inc. (NasdaqCM:GOCO)",NasdaqCM:GOCO,Insurance (General),Financials,6411,United States,United States
"Goosehead Insurance, Inc (NasdaqGS:GSHD)",NasdaqGS:GSHD,Insurance (General),Financials,6411,United States,United States
"Hagerty, Inc. (NYSE:HGTY)",NYSE:HGTY,Insurance (General),Financials,6331,United States,United States
Hippo Holdings Inc. (NYSE:HIPO),NYSE:HIPO,Insurance (General),Financials,6411,United States,United States
Horace Mann Educators Corporation (NYSE:HMN),NYSE:HMN,Insurance (General),Financials,6331,United States,United States
"Marpai, Inc. (NasdaqCM:MRAI)",NasdaqCM:MRAI,Insurance (General),Financials,6411,United States,United States
"Marsh & McLennan Companies, Inc. (NYSE:MMC)",NYSE:MMC,Insurance (General),Financials,6411,United States,United States
"Quad M Solutions, Inc. (OTCPK:MMMM)",OTCPK:MMMM,Insurance (General),Financials,6411,United States,United States
"Reliance Global Group, Inc. (NasdaqCM:RELI)",NasdaqCM:RELI,Insurance (General),Financials,7812,United States,United States
"Ryan Specialty Holdings, Inc. (NYSE:RYAN)",NYSE:RYAN,Insurance (General),Financials,6411,United States,United States
"SelectQuote, Inc. (NYSE:SLQT)",NYSE:SLQT,Insurance (General),Financials,6411,United States,United States
"The Marketing Alliance, Inc. (OTCPK:MAAL)",OTCPK:MAAL,Insurance (General),Financials,6411,United States,United States
Aflac Incorporated (NYSE:AFL),NYSE:AFL,Insurance (Life),Financials,6321,United States,United States
American Equity Investment Life Holding Company (NYSE:AEL),NYSE:AEL,Insurance (Life),Financials,6311,United States,United States
"Bright Health Group, Inc. (NYSE:BHG)",NYSE:BHG,Insurance (Life),Financials,6321,United States,United States
"Brighthouse Financial, Inc. (NasdaqGS:BHF)",NasdaqGS:BHF,Insurance (Life),Financials,6311,United States,United States
"Citizens, Inc. (NYSE:CIA)",NYSE:CIA,Insurance (Life),Financials,6311,United States,United States
"CNO Financial Group, Inc. (NYSE:CNO)",NYSE:CNO,Insurance (Life),Financials,6321,United States,United States
"F&G Annuities & Life, Inc. (NYSE:FG)",NYSE:FG,Insurance (Life),Financials,6311,United States,United States
"Federal Life Group, Inc. (OTCPK:FLFG)",OTCPK:FLFG,Insurance (Life),Financials,6311,United States,United States
"Genworth Financial, Inc. (NYSE:GNW)",NYSE:GNW,Insurance (Life),Financials,6311,United States,United States
Globe Life Inc. (NYSE:GL),NYSE:GL,Insurance (Life),Financials,6311,United States,United States
Kansas City Life Insurance Company (OTCPK:KCLI),OTCPK:KCLI,Insurance (Life),Financials,6311,United States,United States
Lincoln National Corporation (NYSE:LNC),NYSE:LNC,Insurance (Life),Financials,6311,United States,United States
"MetLife, Inc. (NYSE:MET)",NYSE:MET,Insurance (Life),Financials,6311,United States,United States
"National Western Life Group, Inc. (NasdaqGS:NWLI)",NasdaqGS:NWLI,Insurance (Life),Financials,6311,United States,United States
Novus Acquisition & Development Corp. (OTCPK:NDEV),OTCPK:NDEV,Insurance (Life),Financials,6324,United States,United States
"Oscar Health, Inc. (NYSE:OSCR)",NYSE:OSCR,Insurance (Life),Financials,6321,United States,United States
Pekin Life Insurance Company (OTCPK:PKIN),OTCPK:PKIN,Insurance (Life),Financials,6311,United States,United States
"Primerica, Inc. (NYSE:PRI)",NYSE:PRI,Insurance (Life),Financials,6311,United States,United States
"Principal Financial Group, Inc. (NasdaqGS:PFG)",NasdaqGS:PFG,Insurance (Life),Financials,6282,United States,United States
"Prudential Financial, Inc. (NYSE:PRU)",NYSE:PRU,Insurance (Life),Financials,6311,United States,United States
Unum Group (NYSE:UNM),NYSE:UNM,Insurance (Life),Financials,6321,United States,United States
"UTG, Inc. (OTCPK:UTGN)",OTCPK:UTGN,Insurance (Life),Financials,6311,United States,United States
"Vericity, Inc. (NasdaqCM:VERY)",NasdaqCM:VERY,Insurance (Life),Financials,6311,United States,United States
"Ambac Financial Group, Inc. (NYSE:AMBC)",NYSE:AMBC,Insurance (Prop/Cas.),Financials,6351,United States,United States
American Coastal Insurance Corporation (NasdaqCM:ACIC),NasdaqCM:ACIC,Insurance (Prop/Cas.),Financials,6331,United States,United States
"American Financial Group, Inc. (NYSE:AFG)",NYSE:AFG,Insurance (Prop/Cas.),Financials,6331,United States,United States
"AMERISAFE, Inc. (NasdaqGS:AMSF)",NasdaqGS:AMSF,Insurance (Prop/Cas.),Financials,6331,United States,United States
Cincinnati Financial Corporation (NasdaqGS:CINF),NasdaqGS:CINF,Insurance (Prop/Cas.),Financials,6331,United States,United States
CNA Financial Corporation (NYSE:CNA),NYSE:CNA,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Conifer Holdings, Inc. (NasdaqGM:CNFR)",NasdaqGM:CNFR,Insurance (Prop/Cas.),Financials,6331,United States,United States
Donegal Group Inc. (NasdaqGS:DGIC.A),NasdaqGS:DGIC.A,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Employers Holdings, Inc. (NYSE:EIG)",NYSE:EIG,Insurance (Prop/Cas.),Financials,6331,United States,United States
Erie Indemnity Company (NasdaqGS:ERIE),NasdaqGS:ERIE,Insurance (Prop/Cas.),Financials,6411,United States,United States
"FG Financial Group, Inc. (NasdaqGM:FGF)",NasdaqGM:FGF,Insurance (Prop/Cas.),Financials,6300,United States,United States
"Fidelity National Financial, Inc. (NYSE:FNF)",NYSE:FNF,Insurance (Prop/Cas.),Financials,6361,United States,United States
First Acceptance Corporation (OTCPK:FACO),OTCPK:FACO,Insurance (Prop/Cas.),Financials,6331,United States,United States
First American Financial Corporation (NYSE:FAF),NYSE:FAF,Insurance (Prop/Cas.),Financials,6361,United States,United States
"Global Indemnity Group, LLC (NYSE:GBLI)",NYSE:GBLI,Insurance (Prop/Cas.),Financials,6351,United States,United States
"Hallmark Financial Services, Inc. (NasdaqGM:HALL)",NasdaqGM:HALL,Insurance (Prop/Cas.),Financials,6331,United States,United States
"HCI Group, Inc. (NYSE:HCI)",NYSE:HCI,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Heritage Insurance Holdings, Inc. (NYSE:HRTG)",NYSE:HRTG,Insurance (Prop/Cas.),Financials,6331,United States,United States
"ICC Holdings, Inc. (NasdaqCM:ICCH)",NasdaqCM:ICCH,Insurance (Prop/Cas.),Financials,6331,United States,United States
Investors Title Company (NasdaqGS:ITIC),NasdaqGS:ITIC,Insurance (Prop/Cas.),Financials,6361,United States,United States
Kemper Corporation (NYSE:KMPR),NYSE:KMPR,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Kingstone Companies, Inc. (NasdaqCM:KINS)",NasdaqCM:KINS,Insurance (Prop/Cas.),Financials,6331,United States,United States
Kingsway Financial Services Inc. (NYSE:KFS),NYSE:KFS,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Kinsale Capital Group, Inc. (NYSE:KNSL)",NYSE:KNSL,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Lemonade, Inc. (NYSE:LMND)",NYSE:LMND,Insurance (Prop/Cas.),Financials,6331,United States,United States
Loews Corporation (NYSE:L),NYSE:L,Insurance (Prop/Cas.),Financials,6331,United States,United States
Markel Group Inc. (NYSE:MKL),NYSE:MKL,Insurance (Prop/Cas.),Financials,6331,United States,United States
MBIA Inc. (NYSE:MBI),NYSE:MBI,Insurance (Prop/Cas.),Financials,6351,United States,United States
Mercury General Corporation (NYSE:MCY),NYSE:MCY,Insurance (Prop/Cas.),Financials,6330,United States,United States
"NI Holdings, Inc. (NasdaqCM:NODK)",NasdaqCM:NODK,Insurance (Prop/Cas.),Financials,6331,United States,United States
Old Republic International Corporation (NYSE:ORI),NYSE:ORI,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Palomar Holdings, Inc. (NasdaqGS:PLMR)",NasdaqGS:PLMR,Insurance (Prop/Cas.),Financials,6331,United States,United States
ProAssurance Corporation (NYSE:PRA),NYSE:PRA,Insurance (Prop/Cas.),Financials,6331,United States,United States
RLI Corp. (NYSE:RLI),NYSE:RLI,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Root, Inc. (NasdaqGS:ROOT)",NasdaqGS:ROOT,Insurance (Prop/Cas.),Financials,6300,United States,United States
"Safety Insurance Group, Inc. (NasdaqGS:SAFT)",NasdaqGS:SAFT,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Selective Insurance Group, Inc. (NasdaqGS:SIGI)",NasdaqGS:SIGI,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Skyward Specialty Insurance Group, Inc. (NasdaqGS:SKWD)",NasdaqGS:SKWD,Insurance (Prop/Cas.),Financials,6331,United States,United States
Stewart Information Services Corporation (NYSE:STC),NYSE:STC,Insurance (Prop/Cas.),Financials,6361,United States,United States
The Allstate Corporation (NYSE:ALL),NYSE:ALL,Insurance (Prop/Cas.),Financials,6331,United States,United States
"The Hanover Insurance Group, Inc. (NYSE:THG)",NYSE:THG,Insurance (Prop/Cas.),Financials,6331,United States,United States
"The Hartford Financial Services Group, Inc. (NYSE:HIG)",NYSE:HIG,Insurance (Prop/Cas.),Financials,6331,United States,United States
The Progressive Corporation (NYSE:PGR),NYSE:PGR,Insurance (Prop/Cas.),Financials,6331,United States,United States
"The Travelers Companies, Inc. (NYSE:TRV)",NYSE:TRV,Insurance (Prop/Cas.),Financials,6331,United States,United States
Tiptree Inc. (NasdaqCM:TIPT),NasdaqCM:TIPT,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Trupanion, Inc. (NasdaqGM:TRUP)",NasdaqGM:TRUP,Insurance (Prop/Cas.),Financials,6399,United States,United States
Unico American Corporation (OTCPK:UNAM),OTCPK:UNAM,Insurance (Prop/Cas.),Financials,6331,United States,United States
"United Fire Group, Inc. (NasdaqGS:UFCS)",NasdaqGS:UFCS,Insurance (Prop/Cas.),Financials,6331,United States,United States
"Universal Insurance Holdings, Inc. (NYSE:UVE)",NYSE:UVE,Insurance (Prop/Cas.),Financials,6331,United States,United States
W. R. Berkley Corporation (NYSE:WRB),NYSE:WRB,Insurance (Prop/Cas.),Financials,6331,United States,United States
180 Degree Capital Corp. (NasdaqGM:TURN),NasdaqGM:TURN,Investments & Asset Management,Financials,6799,United States,United States
99 Acquisition Group Inc. (NasdaqGM:NNAG),NasdaqGM:NNAG,Investments & Asset Management,Financials,9995,United States,United States
Achari Ventures Holdings Corp. I (NasdaqGM:AVHI),NasdaqGM:AVHI,Investments & Asset Management,Financials,9995,United States,United States
Acri Capital Acquisition Corporation (NasdaqCM:ACAC),NasdaqCM:ACAC,Investments & Asset Management,Financials,9995,United States,United States
"Adams Diversified Equity Fund, Inc. (NYSE:ADX)",NYSE:ADX,Investments & Asset Management,Financials,6726,United States,United States
"Adams Natural Resources Fund, Inc. (NYSE:PEO)",NYSE:PEO,Investments & Asset Management,Financials,6726,United States,United States
Adit EdTech Acquisition Corp. (NYSEAM:ADEX),NYSEAM:ADEX,Investments & Asset Management,Financials,9995,United States,United States
Aetherium Acquisition Corp. (NasdaqGM:GMFI),NasdaqGM:GMFI,Investments & Asset Management,Financials,9995,United States,United States
"Affiliated Managers Group, Inc. (NYSE:AMG)",NYSE:AMG,Investments & Asset Management,Financials,6282,United States,United States
AIB Acquisition Corporation (NasdaqGM:AIB),NasdaqGM:AIB,Investments & Asset Management,Financials,9995,United States,United States
Alchemy Investments Acquisition Corp 1 (NasdaqGM:ALCY),NasdaqGM:ALCY,Investments & Asset Management,Financials,9995,United States,United States
Alpha Partners Technology Merger Corp. (NasdaqCM:APTM),NasdaqCM:APTM,Investments & Asset Management,Financials,9995,United States,United States
Alpha Star Acquisition Corporation (NasdaqGM:ALSA),NasdaqGM:ALSA,Investments & Asset Management,Financials,9995,United States,United States
AlphaTime Acquisition Corp (NasdaqGM:ATMC),NasdaqGM:ATMC,Investments & Asset Management,Financials,9995,United States,United States
AlphaVest Acquisition Corp (NasdaqGM:ATMV),NasdaqGM:ATMV,Investments & Asset Management,Financials,9995,United States,United States
Alset Capital Acquisition Corp. (NasdaqGM:ACAX),NasdaqGM:ACAX,Investments & Asset Management,Financials,9995,United States,United States
AltC Acquisition Corp. (NYSE:ALCC),NYSE:ALCC,Investments & Asset Management,Financials,9995,United States,United States
AltEnergy Acquisition Corp. (NasdaqGM:AEAE),NasdaqGM:AEAE,Investments & Asset Management,Financials,9995,United States,United States
"AlTi Global, Inc. (NasdaqCM:ALTI)",NasdaqCM:ALTI,Investments & Asset Management,Financials,6282,United States,United States
Altitude Acquisition Corp. (NasdaqCM:ALTU),NasdaqCM:ALTU,Investments & Asset Management,Financials,9995,United States,United States
"Ameriprise Financial, Inc. (NYSE:AMP)",NYSE:AMP,Investments & Asset Management,Financials,6211,United States,United States
Andretti Acquisition Corp. (NYSE:WNNR),NYSE:WNNR,Investments & Asset Management,Financials,9995,United States,United States
"APPlife Digital Solutions, Inc. (OTCPK:ALDS)",OTCPK:ALDS,Investments & Asset Management,Financials,7372,United States,United States
Aqua Power Systems Inc. (OTCPK:APSI),OTCPK:APSI,Investments & Asset Management,Financials,6720,United States,United States
Aquaron Acquisition Corp. (NasdaqCM:AQU),NasdaqCM:AQU,Investments & Asset Management,Financials,9995,United States,United States
Ares Acquisition Corporation II (NYSE:AACT),NYSE:AACT,Investments & Asset Management,Financials,9995,United States,United States
Ares Management Corporation (NYSE:ARES),NYSE:ARES,Investments & Asset Management,Financials,6282,United States,United States
Arisz Acquisition Corp. (NasdaqGM:ARIZ),NasdaqGM:ARIZ,Investments & Asset Management,Financials,9995,United States,United States
Armada Acquisition Corp. I (NasdaqGM:AACI),NasdaqGM:AACI,Investments & Asset Management,Financials,9995,United States,United States
Arogo Capital Acquisition Corp. (NasdaqGM:AOGO),NasdaqGM:AOGO,Investments & Asset Management,Financials,9995,United States,United States
Arrowroot Acquisition Corp. (NasdaqCM:ARRW),NasdaqCM:ARRW,Investments & Asset Management,Financials,9995,United States,United States
Artisan Partners Asset Management Inc. (NYSE:APAM),NYSE:APAM,Investments & Asset Management,Financials,6282,United States,United States
ARYA Sciences Acquisition Corp IV (NasdaqCM:ARYD),NasdaqCM:ARYD,Investments & Asset Management,Financials,9995,United States,United States
ASA Gold and Precious Metals Limited (NYSE:ASA),NYSE:ASA,Investments & Asset Management,Financials,6799,United States,United States
Ashford Inc. (NYSEAM:AINC),NYSEAM:AINC,Investments & Asset Management,Financials,6282,United States,United States
"AssetMark Financial Holdings, Inc. (NYSE:AMK)",NYSE:AMK,Investments & Asset Management,Financials,7370,United States,United States
"Associated Capital Group, Inc. (NYSE:AC)",NYSE:AC,Investments & Asset Management,Financials,6200,United States,United States
Athena Technology Acquisition Corp. II (NYSEAM:ATEK),NYSEAM:ATEK,Investments & Asset Management,Financials,9995,United States,United States
Atlantic Coastal Acquisition Corp. (NasdaqCM:ACAH),NasdaqCM:ACAH,Investments & Asset Management,Financials,9995,United States,United States
Atlantic Coastal Acquisition Corp. II (NasdaqGM:ACAB),NasdaqGM:ACAB,Investments & Asset Management,Financials,9995,United States,United States
Atlantis Technology Group (OTCPK:ATNP.Q),OTCPK:ATNP.Q,Investments & Asset Management,Financials,6797,United States,United States
Ault Disruptive Technologies Corporation (NYSEAM:ADRT),NYSEAM:ADRT,Investments & Asset Management,Financials,9995,United States,United States
Aurora Technology Acquisition Corp. (NasdaqGM:ATAK),NasdaqGM:ATAK,Investments & Asset Management,Financials,9995,United States,United States
"Baltic International USA, Inc. (OTCPK:BISA)",OTCPK:BISA,Investments & Asset Management,Financials,2810,United States,United States
Bannix Acquisition Corp. (NasdaqCM:BNIX),NasdaqCM:BNIX,Investments & Asset Management,Financials,9995,United States,United States
Banyan Acquisition Corporation (NYSE:BYN),NYSE:BYN,Investments & Asset Management,Financials,9995,United States,United States
Battery Future Acquisition Corp. (NYSE:BFAC),NYSE:BFAC,Investments & Asset Management,Financials,9995,United States,United States
Bayview Acquisition Corp (NasdaqGM:BAYA),NasdaqGM:BAYA,Investments & Asset Management,Financials,9995,United States,United States
Bellevue Life Sciences Acquisition Corp. (NasdaqCM:BLAC),NasdaqCM:BLAC,Investments & Asset Management,Financials,9995,United States,United States
Beneficient (NasdaqGM:BENF),NasdaqGM:BENF,Investments & Asset Management,Financials,6200,United States,United States
Berenson Acquisition Corp. I (NYSEAM:BACA),NYSEAM:BACA,Investments & Asset Management,Financials,9995,United States,United States
Bite Acquisition Corp. (NYSEAM:BITE),NYSEAM:BITE,Investments & Asset Management,Financials,9995,United States,United States
"BlackRock, Inc. (NYSE:BLK)",NYSE:BLK,Investments & Asset Management,Financials,6282,United States,United States
Blackstone Inc. (NYSE:BX),NYSE:BX,Investments & Asset Management,Financials,6282,United States,United States
bleuacacia ltd (NasdaqGM:BLEU),NasdaqGM:BLEU,Investments & Asset Management,Financials,9995,United States,United States
Blue Ocean Acquisition Corp. (NasdaqGM:BOCN),NasdaqGM:BOCN,Investments & Asset Management,Financials,9995,United States,United States
Blue Owl Capital Inc. (NYSE:OWL),NYSE:OWL,Investments & Asset Management,Financials,6799,United States,United States
Blue World Acquisition Corporation (NasdaqGM:BWAQ),NasdaqGM:BWAQ,Investments & Asset Management,Financials,9995,United States,United States
BlueRiver Acquisition Corp. (NYSEAM:BLUA),NYSEAM:BLUA,Investments & Asset Management,Financials,9995,United States,United States
"Bounce Mobile Systems, Inc. (OTCPK:BNCM)",OTCPK:BNCM,Investments & Asset Management,Financials,3580,United States,United States
Bowen Acquisition Corp (NasdaqGM:BOWN),NasdaqGM:BOWN,Investments & Asset Management,Financials,9995,United States,United States
Breeze Holdings Acquisition Corp. (NasdaqCM:BREZ),NasdaqCM:BREZ,Investments & Asset Management,Financials,9995,United States,United States
Bridge Investment Group Holdings Inc. (NYSE:BRDG),NYSE:BRDG,Investments & Asset Management,Financials,6200,United States,United States
BrightSphere Investment Group Inc. (NYSE:BSIG),NYSE:BSIG,Investments & Asset Management,Financials,6282,United States,United States
Broad Capital Acquisition Corp (NasdaqGM:BRAC),NasdaqGM:BRAC,Investments & Asset Management,Financials,9995,United States,United States
Burtech Acquisition Corp. (NasdaqGM:BRKH),NasdaqGM:BRKH,Investments & Asset Management,Financials,9995,United States,United States
BYTE Acquisition Corp.,,Investments & Asset Management,Financials,7372,United States,United States
Cactus Acquisition Corp. 1 Limited (NasdaqGM:CCTS),NasdaqGM:CCTS,Investments & Asset Management,Financials,9995,United States,United States
CaliberCos Inc. (NasdaqCM:CWD),NasdaqCM:CWD,Investments & Asset Management,Financials,6282,United States,United States
Canna-Global Acquisition Corp (NasdaqCM:CNGL),NasdaqCM:CNGL,Investments & Asset Management,Financials,9995,United States,United States
Capital Southwest Corporation (NasdaqGS:CSWC),NasdaqGS:CSWC,Investments & Asset Management,Financials,6797,United States,United States
Capitalworks Emerging Markets Acquisition Corp (NasdaqGM:CMCA),NasdaqGM:CMCA,Investments & Asset Management,Financials,9995,United States,United States
Cartesian Growth Corporation II (NasdaqGM:RENE),NasdaqGM:RENE,Investments & Asset Management,Financials,9995,United States,United States
Cartica Acquisition Corp (NasdaqGM:CITE),NasdaqGM:CITE,Investments & Asset Management,Financials,9995,United States,United States
Central Securities Corporation (NYSEAM:CET),NYSEAM:CET,Investments & Asset Management,Financials,6726,United States,United States
CF Acquisition Corp. VII (NasdaqCM:CFFS),NasdaqCM:CFFS,Investments & Asset Management,Financials,9995,United States,United States
"CGrowth Capital, Inc. (OTCPK:CGRA)",OTCPK:CGRA,Investments & Asset Management,Financials,6411,United States,United States
Chain Bridge I (NasdaqCM:CBRG),NasdaqCM:CBRG,Investments & Asset Management,Financials,9995,United States,United States
Chavant Capital Acquisition Corp.,,Investments & Asset Management,Financials,3674,United States,United States
Churchill Capital Corp VII (NYSE:CVII),NYSE:CVII,Investments & Asset Management,Financials,9995,United States,United States
Clean Earth Acquisitions Corp.,,Investments & Asset Management,Financials,9995,United States,United States
Clean Energy Special Situations Corp. (NasdaqCM:SWSS),NasdaqCM:SWSS,Investments & Asset Management,Financials,9995,United States,United States
Clover Leaf Capital Corp. (NasdaqCM:CLOE),NasdaqCM:CLOE,Investments & Asset Management,Financials,9995,United States,United States
"Cohen & Steers, Inc. (NYSE:CNS)",NYSE:CNS,Investments & Asset Management,Financials,6282,United States,United States
Coliseum Acquisition Corp. (NasdaqCM:MITA),NasdaqCM:MITA,Investments & Asset Management,Financials,9995,United States,United States
Compass Digital Acquisition Corp. (NasdaqGM:CDAQ),NasdaqGM:CDAQ,Investments & Asset Management,Financials,9995,United States,United States
Concord Acquisition Corp II (NYSE:CNDA),NYSE:CNDA,Investments & Asset Management,Financials,9995,United States,United States
Concord Acquisition Corp III (NYSE:CNDB),NYSE:CNDB,Investments & Asset Management,Financials,9995,United States,United States
Constellation Acquisition Corp I (NYSE:CSTA),NYSE:CSTA,Investments & Asset Management,Financials,9995,United States,United States
CONX Corp. (NasdaqCM:CONX),NasdaqCM:CONX,Investments & Asset Management,Financials,9995,United States,United States
